,price
31226,55460
28886,12499
37469,39995
5335,11000
42487,65000
11314,3600
20725,25500
23276,43147
12897,22000
9451,14500
32927,24900
41440,22000
52995,38900
46164,16500
6850,65000
44483,69950
40636,30000
4012,64000
25365,3000
32340,51800
12649,78350
53195,60000
33979,31000
4129,25999
7704,29000
6462,29999
15659,3200
35050,7700
43492,56740
43228,12500
32678,24500
34320,22000
39578,42500
12210,8500
35826,62000
32664,16000
46710,19000
29567,41000
7308,18955
38308,19000
54153,41000
43375,37900
31907,34955
32488,17000
38226,17000
36717,33500
42624,34250
24803,14995
10605,69000
45045,72900
48021,30000
48804,46599
37817,8000
13049,72995
50215,60999
50115,28000
37131,9500
19307,10000
49404,16500
41340,73900
35427,32100
11092,62450
48506,74500
34205,39500
41030,13500
46068,26900
8101,27900
22865,65688
33728,28500
19795,80140
15685,13900
17697,13500
17960,8995
34003,36999
268,7850
31156,21000
10937,22500
26294,37500
38283,28000
51623,18500
29028,28895
29527,53000
17093,13000
31219,29800
23771,71000
49509,23900
5560,24000
6295,15900
14649,59900
41250,32999
10960,27950
19784,62999
23456,37900
54169,6499
12481,54999
10656,44000
50490,16800
10850,9950
3492,29500
4479,19000
19729,15000
33044,3950
44957,61000
29306,77430
82,17000
53443,54000
31707,57500
17889,9500
26459,18500
40383,39900
36256,54000
9495,25999
52897,15000
44812,29999
40205,6500
9991,57352
38619,35000
9380,48000
26591,33500
24363,30490
34585,33900
11164,6950
36446,4999
26869,47999
33312,9950
15282,19000
28920,37999
17423,31500
43084,6000
7924,43000
34288,32300
46252,2500
1914,12990
28784,55000
20394,9100
35944,24999
47599,15000
43864,76740
15803,27000
40665,21800
4547,79900
48335,30990
19979,9950
44011,57000
98,36000
45734,21000
43983,47850
44634,8500
41913,46500
19135,55000
16970,48500
40002,59500
12603,26999
36467,13500
25037,30000
25338,17200
41386,8000
53650,39999
34655,41500
23177,45000
44767,34000
5918,72999
50309,35750
35296,12000
37013,38500
41617,19900
18297,39500
47575,18000
53391,78499
35652,28000
9774,27500
45273,72900
13580,16500
32992,55000
15823,41500
20562,49900
49024,37900
30764,19000
504,11000
47445,31500
42727,18700
34563,67900
41619,8500
43270,41688
16090,8500
10067,17500
32447,22999
52497,11995
32813,88900
5945,37999
10880,29000
22261,32500
28656,2900
29482,38500
39838,30000
6058,68995
14086,19999
46684,27000
44903,50500
37214,47500
9534,17200
21749,59950
31477,47000
9633,87000
54158,23000
1685,65000
5337,19000
23527,42000
33493,53500
29547,12500
34426,23500
39649,62595
32806,12900
39821,39000
29811,38005
32448,4000
11755,13900
22211,7500
12570,11500
47311,50000
38302,25000
2057,44600
9589,7850
2777,44999
41670,17900
14805,21500
24553,55000
48177,8950
31255,60867
47433,10500
49623,9250
39121,42000
26025,21750
17562,20000
43109,9500
23094,51890
50465,18000
17927,7900
50603,53000
15594,44400
5258,18500
11960,10999
15159,68750
33486,4300
36253,9950
30161,26000
8420,42500
25163,25000
25872,24998
39026,16600
16608,10700
14083,18500
5740,48000
21587,44850
37447,72950
34868,6975
33188,19000
131,37900
50630,62000
23345,15051
41221,41950
9168,25000
15246,39000
28054,36000
16772,46000
16620,49999
40396,10300
21277,79999
52627,7500
11700,83900
21745,39000
19329,7800
20499,36500
39097,23500
32285,44900
32419,4500
48400,9900
37932,12000
15163,85000
21366,12500
36604,4700
2247,29000
50125,15400
10593,5990
9042,22500
18318,21000
23302,40000
43008,65000
10584,40999
47001,31500
37014,60500
31087,56000
62,13500
33244,36995
19598,13000
34781,17500
45536,3995
13939,85500
33555,51700
46112,54900
831,13000
49075,37000
30916,55000
52806,22888
43233,51500
21484,52900
24598,67000
22097,26485
16901,14500
25450,21000
48898,45000
33822,17000
35363,73600
19323,43500
35151,18000
20079,8100
47766,7000
38319,7500
45051,47850
47498,18688
52843,40000
13735,21000
20386,44000
48298,8200
23377,53000
20405,26000
39735,18000
1732,12500
14258,52000
49555,8300
20900,75000
48855,11499
51098,15500
19460,42999
39919,24500
16100,5500
2127,33000
42731,25900
27041,38500
3022,31995
971,62479
7168,8500
12629,60894
19575,15750
39285,42000
43197,35500
49603,18500
46256,62500
51807,83999
18405,41000
9156,24000
21063,26000
47984,35273
28258,2800
15609,9500
50151,46500
49101,21373
39304,70000
17992,60894
44329,28495
15021,15000
7143,19500
6688,62900
34672,44999
34735,35999
18835,11500
47416,20199
50685,45861
45826,5699
48965,84999
50153,17900
15345,23000
44704,17200
51455,45855
9045,29999
51386,49000
42623,26000
7893,15995
10889,35900
27181,22000
12937,19425
32432,43000
31534,32000
16499,5000
32914,61000
25087,39687
25361,36999
48020,53900
20612,18900
9330,34995
49013,61900
48833,35000
28551,8900
34052,6100
12283,25999
36695,19800
25817,31995
30687,36990
13002,60000
9428,5800
27259,17550
18798,12500
22781,35707
25013,52000
17441,11500
41687,9500
49368,35500
31039,26999
42709,59000
38355,8500
19875,45999
31324,46900
23281,36000
38018,18000
37859,23999
16206,60000
9543,64288
29804,43000
46388,10795
20539,34000
51843,3990
47352,24900
48420,30500
20052,43000
16836,39000
15677,24950
20461,8500
5031,9900
4904,18000
34239,23999
43040,20499
36168,12800
15700,38000
2630,44900
604,12000
7358,28000
11716,36000
28097,15500
3941,7500
5458,25999
4060,8200
12497,59000
39783,50000
13839,24999
17369,20000
19382,16490
19850,64000
7451,47500
31646,84645
43951,7000
50256,12500
14484,48600
28778,9900
40751,15900
5355,18400
28953,41900
7370,17390
46804,28000
26743,26900
25756,12000
37983,5000
31428,21590
50154,13999
266,29500
47343,54500
19182,9999
10571,28000
36378,14490
136,22800
5901,39499
23146,32000
53764,27995
11066,35999
8236,47000
22979,32000
29618,27450
36687,54000
16047,26000
20878,60999
20216,7500
44574,40950
13240,25500
25974,54500
22891,32769
31444,5500
43700,16488
24095,32000
170,32500
20708,51500
33391,12000
50896,61350
26406,48000
28072,37500
54125,28000
18579,45770
11340,45950
7040,16900
28202,47500
4438,28900
12094,22500
24390,36500
35244,19000
42282,27000
8144,6500
11081,21999
37350,5500
51882,15500
53293,13250
6475,24999
15205,39599
50473,11970
48443,43000
25000,39500
29115,30000
40350,42500
48575,33995
44429,42500
37820,59549
52288,62000
14820,15600
29712,31000
18899,18000
1902,51900
40458,62500
12901,9500
38933,53000
10173,12000
37179,24000
12698,59000
21878,31000
41174,7200
39397,6500
26734,23000
21056,12000
27208,37500
53907,72000
16918,8300
46017,68500
763,66000
53211,8900
9937,27000
37578,43000
4864,38500
6024,84645
43279,5500
27014,23995
41572,56000
13071,78000
7996,7500
47933,26750
32399,27500
24011,48990
44849,5750
3150,54900
54061,25950
45745,37500
11383,31500
25190,26999
20116,29999
48167,32000
3926,12500
26256,36750
10612,39999
29402,15995
24693,33000
7714,10500
5914,15500
41139,8750
48825,29500
25723,27500
6897,11250
33813,34000
27731,27000
17120,21800
26967,68750
48453,11999
19920,18000
50502,29900
54056,29500
879,27499
8942,52500
43426,15900
44199,30500
22833,24900
50025,22999
12244,28000
45693,35500
25846,24700
45056,13995
36948,68000
43817,25500
14146,21000
22482,6000
43984,62000
28694,4800
34483,43000
33923,14000
30945,45999
52646,27200
42647,24900
13827,13500
40150,8500
17664,10999
34468,53000
34676,24900
16478,28196
50648,9850
43372,4200
7670,47995
10750,24000
25316,3500
9566,33500
25066,26000
2273,32000
40228,26500
49410,24995
37456,13500
54010,42950
26229,43550
3823,35645
8736,20000
24419,38500
29076,24000
38472,35500
8586,6500
5742,57000
51288,41500
31507,12000
21070,30000
45001,41500
29839,11000
18452,45000
43333,33600
20684,87500
33889,57300
17452,29000
40072,17000
1252,13000
25586,12350
12000,37500
21205,20999
34977,28000
41076,64250
51892,8000
214,64900
32637,8900
10149,25000
16757,37500
43595,5500
36616,68000
41751,63000
44770,22995
35641,29500
1627,7900
17454,15300
49964,78999
36366,8500
21394,38000
46714,13900
20029,20950
34203,15000
17351,8900
50487,42500
19697,7500
28542,38995
7113,84620
38101,10500
10495,50000
25297,54500
33681,32750
29090,73000
5461,35750
45627,37899
11448,26999
51727,84645
20295,75950
35824,13750
11574,28500
15806,34000
7725,27875
18028,21373
10171,29000
29104,51900
31575,15600
22204,18000
27947,47000
4742,52000
37143,69500
42125,8900
23363,63000
54250,57000
29180,12000
29597,44900
34269,24900
16462,36995
47395,36500
11987,15000
46057,9450
23791,80000
12266,12998
35654,38500
39812,56900
2315,22500
24840,15999
51321,34999
31471,28000
7009,17500
48042,26500
51199,11900
28597,15000
29767,34999
7097,10700
48880,11500
5664,29000
30783,22500
19235,35000
4659,16250
52321,38999
37206,67000
41839,5199
12376,69900
31412,4800
23228,43000
48376,28995
40347,10000
4443,69900
22824,16499
34592,28500
1604,10500
21001,37000
30188,27000
46918,11995
25042,28000
451,47500
44643,9650
27320,26500
14334,15900
10658,42500
18266,44999
28374,14500
746,26000
53404,25987
52403,22000
34823,33500
22860,41500
45743,14000
41059,37000
45102,18900
4957,20995
984,29800
37375,32000
5547,39000
49282,38500
20930,47000
10628,72000
32591,78350
41466,26500
6741,18500
21984,17900
22639,17999
1502,10500
33563,10000
37132,13450
6082,8500
4601,42800
49609,24700
26225,17500
20879,63500
41485,33995
22386,51999
22133,52500
41180,81330
11407,29900
1392,7858
19038,13000
52158,42000
12584,11499
53595,61900
37284,26497
10475,28300
16990,69995
22977,69900
3457,12000
41,40000
22320,17500
10250,20000
11239,13500
45699,43500
53235,14995
3240,29500
13931,80000
52874,31450
18465,28000
42685,42500
30349,69900
49827,12995
10130,62900
41673,31000
4967,7900
1457,13888
45417,17500
12642,31380
12297,25000
42167,22000
45252,34645
14531,29000
53106,39244
46632,30000
40629,49500
50306,24000
3548,81500
46182,28900
51009,50000
46716,52000
7094,29000
5383,35000
44997,20900
20066,14000
38175,44999
33936,63000
53563,17000
16828,11500
42133,78500
30710,45000
37890,16500
13074,31000
46181,32500
3333,14000
16513,46199
23741,11000
643,21000
37486,18995
22659,7900
34207,24995
25059,15000
46237,28500
5696,24899
5021,32000
9317,27500
10706,19950
39379,50000
34022,8750
46616,37500
4929,49950
49591,54500
52609,9500
36227,35999
50413,28450
49253,14500
23677,39750
42132,8900
17153,65999
25824,15000
52290,27900
45785,49273
41781,39500
16051,41899
10482,49000
54210,27875
51500,4000
46045,27500
13410,20999
35008,62000
15814,25000
2450,47500
28964,25650
12254,19500
4241,21000
148,6500
42061,89750
40457,22999
29841,78000
2638,15500
31556,26999
3314,28900
48655,26900
51370,7995
37103,25995
54016,6500
36463,11400
34397,15900
21187,35000
1788,18999
9602,30990
24848,29000
8742,45000
52565,49999
19740,33000
48305,27900
41635,61995
14446,33000
22255,64500
13459,16000
23376,13000
18211,39999
12569,45999
5003,15000
22653,63900
37301,12000
42863,35999
9908,17000
17590,12400
38974,23995
20210,67000
45263,54999
17273,36000
19857,30500
38398,73000
12524,39799
44171,21000
18514,15999
8988,13300
53182,62900
16120,16500
30926,39900
39428,31000
53362,19000
12135,22000
44010,32471
6521,35000
28636,72999
46240,31000
11189,43500
48252,10500
12843,16000
5607,38978
14545,28495
22388,42000
2847,25980
9120,41950
45893,9999
37702,9650
40067,26500
44091,35500
23422,5700
35582,30000
17005,59335
39221,53000
4852,41995
2920,13000
46444,8500
36401,26500
36890,7500
1317,4700
35510,50000
46363,13000
39782,44600
45844,41500
24180,57000
9611,29950
42722,19000
48519,17995
2823,9995
8718,9950
15025,29000
9893,17500
21570,20995
26216,25000
33413,46500
37115,9985
21532,12490
2012,27500
39912,8000
43701,15000
21392,70999
28793,24950
50901,69995
23106,25307
37669,3500
49961,65000
38781,31500
27508,44900
37833,38900
23144,32000
13329,14500
29011,27500
40866,63100
18722,34000
6015,39000
30906,8500
53285,64000
28191,20470
33247,68750
17998,15450
37501,69500
8531,34999
14901,21999
16672,10500
5807,24000
37740,15000
16878,33999
51074,16000
28399,6750
7960,44850
40346,20500
30746,35000
179,43250
13369,33500
40924,28000
2356,15495
53982,87500
38221,60500
8952,75900
24189,6000
15834,10000
48355,34999
35040,15600
16105,60000
23492,19550
18714,32000
22821,32850
18023,25999
31299,21750
27662,31000
30272,59900
12664,36750
53749,36500
53851,27500
39581,37900
35441,26900
1292,18995
28367,55000
16344,19000
2313,10000
19016,8900
9173,37995
12556,32000
31878,32999
45823,22995
3471,75000
7536,14945
34796,25500
24551,32085
24572,69995
11722,6000
35817,86999
2865,23000
38795,19000
13360,23995
6621,10500
43548,7500
43460,69999
48829,24500
27618,15300
9257,49999
45671,18999
46538,29999
12835,74500
25619,84997
20174,16000
40200,21500
2381,9950
20738,48500
34773,15000
23167,51500
5829,19500
52455,51890
42067,19500
24725,62900
6758,53000
28535,30900
46173,18500
25175,61000
27398,42000
44885,34995
14904,28000
27200,28250
44579,51900
18828,10500
43121,21500
15924,15000
7615,48000
36290,28000
35667,21500
44156,51999
9372,25900
41391,12000
6473,35800
32670,25500
11717,5499
31011,35900
42707,42590
12817,17500
5195,28500
26156,9200
27390,27000
47231,6500
19476,10000
17666,18500
1786,36000
17633,13500
6008,16500
39301,13995
31102,32000
25532,75000
51818,36000
32083,49883
16805,75499
28117,42000
33434,36000
25125,35000
27434,11000
3644,87150
28211,46500
754,34645
27346,7500
51092,46500
2415,35000
45663,17000
27870,56500
22025,22000
29593,26500
38658,6750
8247,31950
9993,12500
43036,33172
12770,17500
40776,15995
49914,26999
15829,23750
28096,12500
52476,27785
10256,29000
27380,4300
3210,43000
25705,31000
12347,36999
37606,65000
34347,35000
49334,3900
32119,72000
6476,14900
41824,18955
25322,34000
30820,15599
42166,35113
36857,78000
44737,7800
33898,37000
44569,13000
10534,52500
36445,35619
6089,26999
42096,12000
10300,19500
19618,47850
36982,2990
13716,42500
6919,17000
28836,15750
37364,24900
45874,41500
22889,20500
39386,34900
26001,12000
21385,12000
621,15500
1894,28900
2177,16999
27890,13500
23657,26500
27167,20000
40860,20900
46366,9950
19282,56000
31308,37300
29243,42599
13228,40995
5761,19000
23361,19950
46967,44999
40535,8000
23553,44900
24132,41000
37064,24950
51211,28600
31845,18500
26972,55000
8257,3500
32293,29500
23721,38500
1276,36500
51037,61000
18679,24998
14597,35999
14535,72900
48800,34500
1989,24000
41189,28000
22919,4500
14791,55000
38075,48000
46518,49500
19249,34580
32547,84999
24418,17500
29746,20900
4606,35500
4312,18300
17117,49750
18481,21499
36955,29497
7612,45750
3255,18000
14041,67500
43356,28196
53906,35000
24393,9500
53172,45000
24472,21990
51916,45000
21232,45000
48916,23500
32151,6700
47817,6000
16384,27000
44033,20199
28328,71900
29082,13715
17277,26900
10945,36727
31246,28748
36039,16000
25804,48000
12350,45000
40136,6880
28157,42000
50096,33000
51406,37000
33294,28500
27395,19900
31006,42500
7400,10990
41709,36500
5619,65000
19506,15500
19665,34000
4462,4000
15139,14699
51118,53000
29521,27000
25946,47850
50483,44900
34813,60999
46108,30990
25380,39750
10619,54999
11417,14900
3981,21500
17878,28000
8270,34000
24807,13450
46305,15000
41022,15999
21928,45000
22449,42850
37324,40999
51256,8900
51529,40250
12748,20150
38807,43500
36109,4200
22052,49900
18687,36500
21024,52000
4768,24995
204,30000
15479,84999
11723,68969
64,39500
25522,21495
38071,17000
22497,32000
9721,59999
14471,40000
11559,18900
51800,34000
5118,72000
40369,21995
41618,6900
39999,34084
7139,19000
10792,46500
22479,37995
50931,9950
46338,54500
50877,29998
32640,31300
17521,11500
36440,8500
48747,7200
12527,64250
6417,9499
12374,81000
18557,7200
46212,48990
44255,7900
5448,29500
36676,8300
26958,12500
51572,27518
21534,9000
49689,44950
457,72567
43598,17500
53406,25990
39312,22500
25973,9950
12731,11500
35776,36750
35402,8500
50846,77897
9755,27000
41372,6500
9990,85500
347,22500
18005,21500
38165,46105
15899,30000
45199,85000
51758,36969
50939,38000
13904,41999
45122,84999
28713,19795
12859,6000
11377,40000
41846,33800
21730,12000
37563,51999
41334,10000
322,89000
15957,29725
16057,54000
15555,41000
51980,40000
13622,29999
32089,18300
12259,16000
29222,48000
16833,11995
26593,18500
23233,37500
44085,23500
25655,29000
31656,14000
3359,32900
44520,34995
24109,27900
4704,24999
50984,69900
34968,17500
33763,24000
331,36500
45342,15500
557,15900
39024,7500
30632,42599
2617,14500
17236,48459
24453,49000
6118,30000
49987,34000
32501,9995
19636,35500
30260,12500
50499,42590
3586,8500
17636,2500
26984,4200
8828,22000
40137,6099
7726,18500
44231,41250
11359,15500
4583,47500
26857,34000
31592,76400
32549,18000
26570,9500
49707,8750
3419,77999
10813,20995
52870,7850
27396,11000
35185,11200
9200,52500
16974,53000
334,19000
9046,6900
11753,38000
45359,19500
53857,15500
52432,12000
16079,45423
43380,16000
20240,21900
42073,21612
40152,28900
21043,18900
2224,50000
38139,38000
29252,31000
34089,23000
47184,6000
6881,6950
32433,50000
35840,49500
21080,15500
14388,82499
13760,21500
7360,19600
11296,33000
53501,12500
26039,15995
14420,71200
26765,5499
21669,34950
36538,28600
23696,36500
11994,43000
37717,40000
50675,29000
43699,13000
31252,45000
7990,47000
20744,17000
17935,62890
50622,46500
40490,30999
36250,16500
46919,22500
9579,60000
50611,27900
54113,20999
5074,55000
21879,7500
26717,7350
4107,55000
32067,16000
40668,18800
4947,22500
37176,62000
1250,18000
19162,29000
16219,29900
36904,12950
15962,13000
32552,18900
11915,35800
41965,77999
40712,29995
17696,14500
14383,12000
5521,31000
32908,28890
37133,22500
39408,9499
6288,21250
14785,17500
23223,37000
5762,22000
188,22450
42857,57000
27100,15000
45327,29000
4306,39000
23392,30499
1104,35999
35066,43500
41918,30000
54054,36000
36807,60999
46450,44900
17682,13000
1021,24999
30563,10990
22719,36800
41031,8750
52666,19500
21412,35999
34562,22500
21022,73900
989,42000
32225,15500
25370,13500
40985,50000
37078,3499
27976,41950
24934,5700
47273,12599
48201,8500
28360,13000
47378,9950
36225,6975
18829,6500
34106,9500
44181,13980
53957,27000
35933,41500
31717,45500
23246,71400
26849,8500
27989,10000
10190,13999
10540,16000
18831,17000
20119,74500
27949,42000
40681,37000
24087,39900
46900,18500
29893,50000
32555,40000
